,Text,Offensive,Hate
5582,يا عروس الشمس يا اخت النهار يا بقايا عطر مليت انتظار.,NOT_OFF,NOT_HS
5583,@USER @USER حتدفعون يعني حتدفعون كلام كثير ما نبغي <LF>تدويل تحلمون يا اخونجية يا كلاب <LF>اللي بده يجي السعودية يدفع واللي ما يقدر اليتيم تبكي عليه امه<LF>سمعوني صياحكم يا حثالة يا منحطين يا اخونج يا خونه,OFF,HS
5584,RT @USER: @USER @USER بقى مش عارف ايه غيرني! <LF>يا برئ يا حنين يا ملاك هبعد علشان بتفكرني بالجرح اللي انا عشته معاك,NOT_OFF,NOT_HS
5585,مزاجي هاليومين :<LF>يا نوم يا عناد يا مشاكل عاد الأخيره أدورها دواره,NOT_OFF,NOT_HS
5586,خماسية جزراوي صداع العيناوي و خماسية الشارقة على الهلال و خماسية اهلي جدة و كلاسيكو أهلي دبي و العين و ديربي جزراوي سداسية و وحداوي و الظفرة للطفرة يا للهول يا بل هول وي رب العالمين نكتة استغفرالله العظيم أسف و خماسية السد على الهلال و الهلال على السد في قطر رياني,NOT_OFF,NOT_HS
5587,RT @USER: #حسن_الصبحان_ملك_التوقعات<LF>كفووو يا ابو صبحان <LF>كفووو يا ابو صبحان<LF>كفووو يا ابو صبحان <LF>كفووو يا ابو صبحان<LF>كفووو يا ابو صب…,NOT_OFF,NOT_HS
5588,اللهم يا مسهل الشديد يا ملين الحديد يا منجز الوعيد و يا من هو كل يوم فى امر جديد اخرجنى من حلق الضيق الى اوسع الطريق بك ادفع ما لا اطيق ولا حول ولا قوة الا بالله العلى العظيم القدير الكريم,NOT_OFF,NOT_HS
5589,@USER الله يا بو تركي يا مبدع. بس بو تركي ذبحنا العالمي,NOT_OFF,NOT_HS
5590,"@USER @USER @USER ياحظكم ي أهل الديار الممطوره من قبل أسبوع ودياركم ماشاءالله كل يوم والأجواء ف دياركم والأمطار احسن من اليوم ألي قبله. الله يهنيكم ب امطاركم .. وحنا ندعو الله أن يسقينا الغيث عاجلا غير آجل ,, ولا يؤاخذنا بما فعل السفهاء منا ..",NOT_OFF,NOT_HS
5591,RT @USER: احلي بودي الله يبارك فيك يا صاحبي يا رب وعقبالك يا حبيبي ♥️♥️♥️يسلام اعفا دا كدا عظمه اوي 😂😂 URL,NOT_OFF,NOT_HS
5592,يا حلو صبّح يا حلو طل، يا حلو صبّح نهارنا فُل🤩♥️.<LF>*لما أصحى من النوم مروّقة بخاف من حالي 😅🏃🏻‍♀️.,NOT_OFF,NOT_HS
5593,@USER @USER @USER ده لا مضمون ولا شكل ولا برستيج ولا اى حاجة انما بلحة دا عثل مسمعتيش اغنيه يا حلوة يا بلحه يا مقمعه شرفتى اخواتى الاربعه يعنى حلو ومشرف كمان,OFF,NOT_HS
5594,يا عم بقي يا عم !! ⁦❤️⁩ URL,NOT_OFF,NOT_HS
5595,RT @USER: @USER من اكبر مكاسبي اللي طلعت فيها من الجامعة اني تعرفت عليك يا اصيل يامحزم ياكفو ياقوي يافزيع يا محترم يا اخلاق يا دق…,NOT_OFF,NOT_HS
5596,الله يلعنك يا الغيري الله يلعنك يا الغيري الله يلعنك يا الغيري الله يلعنك يا الغيري الله يلعنك يا الغيري الله يلعنك يا الغيري الله يلعنك يا الغيري الله يلعنك يا الغيري الله يلعنك يا الغيري الله يلعنك يا الغيري,OFF,NOT_HS
5597,لو غرقوق عووم لو وقعوك قووم ..<LF>طب و لو مفلسين نعمل ايه يا حاااج اسماعيل..يا حاااج يا حاااج ..🙈😭 URL,NOT_OFF,NOT_HS
5598,@USER @USER @USER @USER @USER @USER @USER @USER يا زين الزين يا ناس 🖤🖤,NOT_OFF,NOT_HS
5599,يا الغييير عَنهم، يا أجملهُم كُلهم.,NOT_OFF,NOT_HS
5600,اللهم وفق وييسر وأعن زملائي في امتحانات الماجيستير والدكتوراة... يا رب تنجح يا تتح 😂🙈😎,NOT_OFF,NOT_HS
5601,الشهد كان ملو الابريق يا دبوب يا دبوب بيبل الريئ,NOT_OFF,NOT_HS
5602,RT @USER: -الساعة اللي بتكلم فيها باينة يا حسن؟<LF>-باينة وقمر يا باشا URL,NOT_OFF,NOT_HS
5603,RT @USER: بسم الله الرحمن الرحيم<LF> القيادة يا شباب القيادة يا شباب القيادة يا شباب القيادة يا شباب القيادة يا شباب القيادة يا شباب الق…,NOT_OFF,NOT_HS
5604,#انا_الاتحاد <LF>الف الف الف مبروك يا نادي الوطن يا العالمي الحقيقي للسعودية وليس المزيف النصر 🖤💛🖤💛🖤💛🖤💛🖤💛🖤💛🖤💛🖤💛🖤💛💛🖤💛🖤💛🖤💛🖤💛💛🖤💛🖤💛🖤💙💙💙💙💙✌✌✌✌✌✌ URL,NOT_OFF,NOT_HS
5605,@USER تعيشين و تسلمين .. يا شمس و يا شمس .. لا لا لا تغيبي ☺️🌹,NOT_OFF,NOT_HS
5606,يا أعظم يوم ، يا أحلى خريج بالحياة ،<LF>(فيصل)💛.,NOT_OFF,NOT_HS
5607,@USER يا حبيبتشي يا مصر ..بهدلوكي ولاد الكلب 😂,OFF,NOT_HS
5608,يا ربب يا رب عجل علينا URL,NOT_OFF,NOT_HS
5609,يا #صباح_الخير يا طلة الصبح السعيد❤️,NOT_OFF,NOT_HS
5610,@USER مرحب بقدوم يا رمضان ونعيش ونصومك يا رمضان 😂😂💃🏼,NOT_OFF,NOT_HS
5611,يا فرحتي يا راحة البال يا ضيّ هالدنيا الهنيه 💙,NOT_OFF,NOT_HS
5612,فيتوريا مدرب شجاع، يا الفوز يا هزيمة ما تفرق النتيجة,NOT_OFF,NOT_HS
5613,@USER @USER @USER @USER يا تخليك قد كلامك، يا تخلي كلامك على قدك,NOT_OFF,NOT_HS
5614,RT @USER: يا كبره بقلبي و يا كثره ببالي<LF>كان ما خلق الله بدنيتي غيره,NOT_OFF,NOT_HS
5615,RT @USER: @USER @USER كتير علية يا فاطمة تسلميلى يا قلب هدى<LF>ربى يبارك فيكى ويسعدك ويسعد اسرتك<LF>يارب🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹…,NOT_OFF,NOT_HS
5616,عااادي يا معلم يا معلم يا معلم ياا معلم عاااادي,NOT_OFF,NOT_HS
5617,يا حنون الملامح .. يا أمان السنين <LF>يا ارتكازي واحتياجي ياحبيبي يا أبوي❤️,NOT_OFF,NOT_HS
5618,@USER يا ذويق يا حريف الله عليك @USER,NOT_OFF,NOT_HS
5619,@USER اﻻخوان ضحكوا علينا فى مصر يا سمير يا طويل العمر<LF>ضحكوا علينا من سنة 52 الى اﻻن<LF>عسكر اﻻخوان هما اللى بيحكمونا يا سمير<LF>وللاسف الشعب المصرى مش فاهم,OFF,HS
5620,صباح الخير يا افتراضيين يا الكترونيين يا وهميين ياللي تختفون بضغطة زر,OFF,NOT_HS
5621,@USER ASD! يا دراما يا انمي <LF>اي واحد فيهم تنزلي 😂!,NOT_OFF,NOT_HS
5622,آسفين يا أهلاوية يا ولاد المتناكة سهرناكو معانا,OFF,HS
5623,@USER الله عليك يا عبقري زمانك يا ألمعي انت يا لاقطها وهي طايرة 👏👏👏,NOT_OFF,NOT_HS
5624,@USER اللهم يا شافي اشفه يا الله شفاء لا يغادر سقما. اللهم امين,NOT_OFF,NOT_HS
5625,@USER يا حبك للشو يا بلوتو !!!!,NOT_OFF,NOT_HS
5626,@USER @USER @USER يا عبعال يا صاحبييييي والله ما هسيبك غير لما تقولي انا لطخ اساساً😂😂💔,OFF,NOT_HS
5627,يا اخي يا اخي يا اخي يا اخي بقي يا اخي شوف,NOT_OFF,NOT_HS
5628,يا قطـاة العبيّـه يـا هيام الـذلـول<LF>يا عيـون النداوي يا رقبـة الغزال .,NOT_OFF,NOT_HS
5629,اللهم يا ذا العرش المجيد يا فعالا لما تريد نسألك بحبك السابق في (يحبهم)وبحبنا اللاحق في(يحبونه) ان تجعل محبتك العظمى وودك الاسمى شعارنا و دثارنا يا حبيب المحبين يا انيس المنقطعين يا من هو عند قلوب المنكسرين تولنا بالهدايه و الرعايه و الحمايه و الكفايه. 💚,NOT_OFF,NOT_HS
5630,ياودود ياودود ياودود<LF>ياذا العرش المجيد يافعال لما يريد ..اسألك بعزك الذي لا يرام، وبملكك الذي لا يضام، وبنورك الذي ملأ أركان عرشك، أن -تقولي حاجتك-، يا مغيث أغثني! يا مغيث أغثني! يامغيث اغثني!,NOT_OFF,NOT_HS
5631,واضاف قائلا يا حوله يا بنت الكلب . URL,OFF,NOT_HS
5632,"RT @USER: يا أهل الجنة ؟ يا أهل الجنة ؟ يا أهل الجنة ؟ يا أهل الجنة ؟ إين الذين أطاعوني ولم يروني ؟ "" جعلنا الله وإياكم من الذين يناديهم…",NOT_OFF,NOT_HS
5633,من زمان ما قلتها لذلك مساء ال يا لبى النّاعسة وراعيها يا لبيه,NOT_OFF,NOT_HS
5634,غادرت السودان في مثل هذا اليوم 2010 بعد تغطية الانتخابات الرئاسية..كانت نكتة حينها أنهم سألوا مسطولاً عن من سيفوز ؟ فقال حسب الإعلانات في الشارع يا البشير يا شامبيون (عصير)..أعتقد اليوم أن فرص شامبيون أكبر بكثير. #تسقط_بس #الشارع_بس #لم_تسقط_بعد <LF>#Sudan #إعتصام_القيادة_العامة,NOT_OFF,NOT_HS
5635,الله يا اسطورة الله عليك يا بريوفيتش URL,NOT_OFF,NOT_HS
5636,@USER @USER كسمك لكسم امك لكسم اللي ميكسمش كسمك لكسم الهلال يا شوال يا ابن العرص URL,OFF,HS
5637,يا جدعان هازارد لازم يجي الريال باي تمن يا بيريز يا ابن الوسخه ومعه مهاجم تسعه سفاح ومش عايزين حاجه تانيه بنسبه للهازارد بيقدمو السنادي ♥️♥️,OFF,NOT_HS
5638,RT @USER: يا طاقية المشكلة ليست في محمد بن فيصل ولا زوران المشكلة هذا راح هذا بح هذا إللي كان يدفك يا صغير يا فاشل يا ضعيف<LF>✋<LF> #…,OFF,NOT_HS
5639,يا صبر الأرض عليك يا مدرب يا حثاله المشكلة يدفعون ملايين لمدرب سبااااااك,OFF,NOT_HS
5640,يا أيها القائم المهدي يا أملي<LF>أرجو لقاءك في الدنيا ولطفك بي<LF>إلا مَ حتّا مَ يا مولى الأنام لقد<LF>طال انتظاري فهل للقرب من سبب<LF>#MahdiSonOfHussain,NOT_OFF,NOT_HS
5641,يا ليل يا ليلي يا ليل يا ليلي من غرامه ليلي طال ، حبيب سنيني بينه و بيني يا قلبي خطوة واحدة يعني مش خيال ..🎶💙,NOT_OFF,NOT_HS
5642,@USER @USER @USER يا ابني ارحمهم يا ابني العيال هتقطع شرينها 😂😂😂😂😂. يا جماعه الليف 15 والفلور 15 والبارك 15 والوود 5 علشان تكونو عارفين من الاول وتهتمو بالأجزاء. ديه. وادعلنا علشان عندنا دكتوره ليلي. وديه الله لا يوريكم,NOT_OFF,NOT_HS
5643,@USER هذا يا كذاب يا منافق يا سنفور اش كنت تقول عليه ولكن ماهي غريبة فيكفي مذمة انك هلالي URL,OFF,HS
5644,مازلت قاعد و ماقريتش يا ثالثه يا طب يا كيسز وان او وان يلا قرايتك هيااا عاد — هياااااا هي 😂 URL,NOT_OFF,NOT_HS
5645,@USER يا ريتك ماكبرت يا فقري يا منوفي 😂,OFF,HS
5646,يا أكتفائي يا عوني وكل احبابي ، يا فخري واعتزازي وبسمة محياي ويا جميع من احب احبك.,NOT_OFF,NOT_HS
5647,وسبع سلاطين اسطسلطناهم من عند المسطسلطنين تقدر يا مسلطن يا مستسلطن تستسلطن لنا سبع سلاطين زى ما استسلطناهم من عند المستسلطنين<LF>وسبع دبابيس استدبسناهم من عند المستدبسين تقدر يا مدبس يا مستدبس تستدبس لنا سبع دبابيس زى ما استدبسناهم من عند المستدبسين <LF>انا حافظها 😂😂😂😂,NOT_OFF,NOT_HS
5648,RT @USER: يا لومي يا جميلة وانتي طيبه يا روحي ، تسلميلي ياروحي بحبك اكتر 😍🥰🥰 URL,NOT_OFF,NOT_HS
5649,RT @USER: يا اتحاد العار يا اتحاد الكوسه يا اتحاد الدولار <LF>#ماتش_الاسيوطي_بجمهور,OFF,NOT_HS
5650,RT @USER: #جدد_لجروس_مبروك_الماتش<LF>اه يا زمالك يا هايجة يا بتاعة الخلايجة,OFF,HS
5651,الفرقه المصريه اللي بتغني و بتحيي حفله قرعه كاس الامم الافريقيه بكروشهم و سماجتهم ديه فكروني بفرقه ( يللا يا يحيي يللا يا يحيي هتلنا منه لقب و اتنين ) في فيلم الحاسه السابعه URL,OFF,NOT_HS
5652,@USER وينك يا كوهين يا بن الكلب..<LF>لا تسب العرب... أفضل سلالة بشرية تمثل الجنس البشري ع الكرة الأرضية هم العرب.<LF>فيها الاسود و الابيض و الحنطي.و و و <LF>عينة من الكرة الأرضية لا تتواجد في أي فئة أو دولة.<LF>العرب يحبهم الله وميزهم على كل أجناس الأ,OFF,HS
5653,طلعتلك العاصمه وقتلك يامجر يا أسير يا طوبو يافيرو يازنطيط يا جعبه مانبوكش كان نبو الكلام هذا راه خلينا معمر خلاص ياراجل أفهم,OFF,NOT_HS
5654,@USER يا كتفي و إتكائي و دياري يا ضوئي و إنشراحي يا حبيبي يا صديقي💘💘💘,NOT_OFF,NOT_HS
5655,RT @USER: @USER كل سنه وانتي طيبه يا يويو يا قمر ويااااارب تكون سنه حلوه عليكي ومحققه كل اللي بتتمنيه يااااارب ❤ 🎉,NOT_OFF,NOT_HS
5656,«يا ولاء يا ولاء يا إنك حطّيتِ نفسك بموقف لا تـحسدين عليه».<LF>- كلامي لنفسي قبل شويا.,NOT_OFF,NOT_HS
5657,#جعل_مايهايط_غيرك_يالشامخ<LF>كفووووووووووووووو يا الشامخ يا حارقهم<LF>انت من يفتخر بإنتصارك اما غيرك فعليهم ان يفتخروا بإنتصار غيرهم..,NOT_OFF,NOT_HS
5658,تعالي فى حضننا الدافي ضمينا وخدينا يا سينا<LF>قالوا الحياة غالية. قلنا الشرف أغلى<LF>بلادي يا بلادي يا عيون قمر الربيع<LF>أندهي يا بلادي يجاوبك الجميع<LF>وصباح الخير يا سينا رسيتي فى مراسينا<LF>تعالي فى حضننا الدافي ضمينا وخدينا يا سينا #تيران_وصنافير_مصرية URL,NOT_OFF,NOT_HS
5659,@USER يا منافق يا كذاب يا دجال شو دخل اتباع اوجلان بدين الآخرين ومذهبهم ...هذه الطفلة عدوتكم لانها ترفع علم السعودية وانتم من تنظيم اخوان المنافقين,OFF,HS
5660,@USER انتوا نسيتوا نفسكم يا أسيوطي يا معفنين انتوا هتحطوا راسكم برأس الاهلي والاهلوية اسيادكم يا اوساخ,OFF,HS
5661,(قُلت يا باهي الوشاح يا هلا بورد الصّباح)❤️❤️❤️❤️,NOT_OFF,NOT_HS
5662,@USER @USER يا قريب يا مجيب يا رحيم يا رحمن.,NOT_OFF,NOT_HS
5663,RT @USER: العشق كله والله العظيم ربنا يخليك يا ابو قلب ابيض يا نضيف يا احلي اخ والله URL,NOT_OFF,NOT_HS
5664,وعيـــــون تنادينــــا تحايل فينا ونقــــــول يا عيـــونه يا اما بــــــلاش ♥👀🎶,NOT_OFF,NOT_HS
5665,@USER يا علوه يا جااامد .. دي في نوتردام البلد ولا نوتردام السياحه؟,NOT_OFF,NOT_HS
5666,يا النسمة الحانية .. يا الأغلى ): URL,NOT_OFF,NOT_HS
5667,@USER اه يا بكري يا معرض عارف الجدول قبلنا😂😂,OFF,NOT_HS
5668,@USER وانت طيب يا كريم يا رب ربنا يخليك يا رب🎊🎉🌺🌺,NOT_OFF,NOT_HS
5669,@USER استبشر خير يا لمبي يا صاحبي <LF>سقوط الحكم العسكري في السودان والجزائر وليبيا وقيام نظام مدني سينهي حقبة العسكر في المنطقة<LF>أنا وانت والشعب نقدر نثور ونجيب النظام المدني العادل الحر,NOT_OFF,NOT_HS
5670,@USER والله مع احترامي الشديد لشخصه لكنه بلكني عشان دخلت عليه المنشن وقلتله يا كونان يا غموض وبلكني 😂☹️😭,NOT_OFF,NOT_HS
5671,اليوم يا سعادة يا تعاسة و مافيه خيار ثالث...,NOT_OFF,NOT_HS
5672,@USER @USER @USER @USER @USER تصدق انك عيل زباله وانا كنت رديت ع امك انت يا شمام يا بن الكلب ده اخر الاعيبه الرمم بتوعكو وطول عمركو كدا خولاااات,OFF,NOT_HS
5673,يا ملحده يا بنت الكلب URL,OFF,NOT_HS
5674,@USER @USER @USER @USER @USER @USER لا تحسبوني نسيتكم يا عبنده يا كويحة يا ملطشة ال زايد انت وياه رايح اجيب العصا و راجع لكم . خلو الضيوف الي في بيتي ياخذون واجبهم و لي حساب معكم يا تكرنة .,OFF,HS
5675,بكام يا علاقه يا ناجحه و انا اشتريكي؟! 😒😒,NOT_OFF,NOT_HS
5676,RT @USER: اه يا لهفتي والحنين يا دمعي وطول الأنين <LF>كلن بعد موتك حزين شني يا دموع وإسبلي<LF>ودعتك وهنية لك مدام عشت عيشة ملك<LF>من فرضك إلى…,NOT_OFF,NOT_HS
5677,وحيد يا ليل حيران يا ليل سهران يا ليل,NOT_OFF,NOT_HS
5678,@USER ولا يا حاجة يا بشمهندس خد راحتك 👍,NOT_OFF,NOT_HS
5679,@USER يا مبدئ يا معيد .. يا فعالا لما يريد .. أسألك بنور وجهك الذي ملأ أركان عرشك .... وأسألك بقدرتك التي قدرت بها على جميع خلقك .. وأسألك برحمتك التي وسعت كل شيء .. لا إله إلا أنت .. يا مغيث أغثني يا مغيث أغثني يا مغيث أغثني استغفر الله العظيم الذي ل,NOT_OFF,NOT_HS
5680,RT @USER: حياتي صارت يا أنطر امتحان يا نتيجة امتحان يا خايف من امتحان يا قاعد أفكر ادرس شلون للامتحان يا طالع متضايق من امتحان ، خل…,NOT_OFF,NOT_HS
5681,#اسيا_يا_عنابي عنابي يا عنابي يا خدود الحليوة أحبابي يا أحبابي يا رموش الحليوة يا عنابي<LF>URL,NOT_OFF,NOT_HS
5682,واجعلني اللهم من أنصاره وأعوانه وأتباعه وشيعته وأرني في آل محمد (عليهم السلام) ما يأملون وفي عدوهم ما يحذرون إله الحق آمين يا ذا الجلال والإكرام يا أرحم الراحمين.<LF>#ربيع_الايتام URL,NOT_OFF,NOT_HS
5683,رافضك يا زماني يا اواني يا مكاني ..,NOT_OFF,NOT_HS
5684,RT @USER: @USER يا منون يا قمر انا والله بحبك جدا ومستنية الاجازة علشان اشوفك ♥,NOT_OFF,NOT_HS
5685,اهلين يا حبي القديم اهلين يا حبي الأولي <LF>اهلين يا جمر العتيم يا منور الدنيا علي<LF>مشتاق والله العظيم بالشوق ممتلي <LF>اهيم في حبك اهيم و الكون هذا كله لك و لي,NOT_OFF,NOT_HS
5686,RT @USER: بيتهيئلي احساس ان حد يحبك و يخاف عليك من قلبهُ يدلعك و يهتم بيك يبديك عن نفسهُ هو يا امك يا ابوك يا اخواتك !! غير كده مفتكر…,NOT_OFF,NOT_HS
5687,اللهم نور قلوبنا بالإيمان .<LF>وزين عقولنا بالحكمة .<LF> وعافي أبداننا بالصحة والعافية . واشملنا بعفوك ورحمتك ولطفك . <LF>اللهم يسر أمورنا . وفرج همومنا . واستر عيوبنا . وأصلح أحوالنا . واغفر لنا ولوالدينا . وتوفنا وأنت راض عنا يا أرحم الراحمين <LF>آمين يا رب العالمين <LF>صباح التوكل على الله💕,NOT_OFF,NOT_HS
5688,مغرور يا هوى يا هوى مغرور<LF>يا حبيبي يا ورده على سور<LF>نحنا العاشقين على طول عاشقين<LF>وانتو بليا لينا عايشين<LF>نحنا العاشقين عاشقين عاشقين<LF>وانتو بليالينا عايشين<LF>راجعين يا هوى على دار الهوى على نار الهوى راجعين<LF>#فيروز💛,NOT_OFF,NOT_HS
5689,@USER كله من فيرجسون .. عودكوا ان الكورة يا مكسب يا مكسب بردو .. يلا ان شاء الله ينصلح حالكو,NOT_OFF,NOT_HS
5690,الله يلعنك يا فرفور يا جبان .. والله كنت اتمنى تنتهي تعادل,OFF,NOT_HS
5691,RT @USER: يا منيتي يا سلا خاطري<LF>وانا احبك الاتحاد💛،<LF>الف الف مبروك للعشاق <LF>وللمحبين والحمدلله🖤،<LF>#النصر_الاتحاد #سييرا_بس URL…,NOT_OFF,NOT_HS
5692,RT @USER: قريبا...<LF>-حبيبتي فيني دقلك وقت الآذان..<LF>- ليه حبيبي !؟<LF>-عشان تفطري عصوتي😌<LF>الله عليك يا تمرة يا فخر الشهر الفضيل😂😂..,NOT_OFF,NOT_HS
5693,RT @USER: انت ايه يا اخي انت ايه يا ميسي دا ايه دا يا جدع .,NOT_OFF,NOT_HS
5694,RT @USER: كانت أيام يا وطني<LF>زي الأحلام يا وطني 🎶,NOT_OFF,NOT_HS
5695,الله يلعنك يا كلووووب <LF>الله يلعنك يا كلووووب<LF>الله يلعنك يا كلووووب<LF>الله يلعنك يا كلووووب <LF>الله يلعنك يا كلووووب<LF>الله يلعنك يا كلووووب<LF>الله يلعنك يا كلووووب <LF>الله يلعنك يا كلووووب<LF>الله يلعنك يا كلووووب<LF>الله يلعنك يا كلووووب <LF>الله يلعنك يا كلووووب<LF>الله يلعنك يا كلووووب,OFF,NOT_HS
5696,وبلوك لأصحابى ع كل الابليكيشنز-أنا شايفاكي يا نرمين يا فوزى يا أكبر سبويلر فى حياتى-,NOT_OFF,NOT_HS
5697,RT @USER: @USER @USER خلاص يا يسري يا اخويا طول ما انا في ظهرك يبقا بطنك بخير 😂😂😂,NOT_OFF,NOT_HS
5698,يا نور ليلي.. يا قلبي البعيد ليـشش ما جيت تعاااتب ...💔,NOT_OFF,NOT_HS
5699,RT @USER: مبروووك يا الأبيض عقلبتوا النتيجة يا رجال العميد يا أبطال ، وهاردلك كاظمة ، الخبيزي كان أفضل لاعبي وسط كاظمة .,NOT_OFF,NOT_HS
5700,يا مصدر تباسيميّ يا سبايّب ضحكتِيْ..💛!,NOT_OFF,NOT_HS
5701,RT @USER: يا كوكبي البحريَّ .. يا عشْتَاري <LF>#abdu URL,NOT_OFF,NOT_HS
5702,يا أختياري يا خياري يا خيري يا صوابي 🖤,NOT_OFF,NOT_HS
5703,@USER آمين يا رب، تسلمي يا فاطمة :)) ❤️,NOT_OFF,NOT_HS
5704,@USER فال الله ولا ٤الك يا هاني يا اخي ليه كده ياخي ليه,NOT_OFF,NOT_HS
5705,@USER و انت طيب يا حودة يا غالي❤<LF>حلوة البلالين 😂🙈🎈🎊🎉,NOT_OFF,NOT_HS
5706,افضل رد علي الكلام اللي عمال يتقال عليا واللبخ وشغل الحلق حوش دهه أني مردش اهه والله مردش نهائي وأركز في القعدة الحلو مع الناس الجميلة يا عّم سعد يا عيسي ونشوف هيافتنا وتفهتنا وشكرا جدا للمعلم محمود ابو اسماعيل وشهرته ابو سامية 😂😂✌️☕️,NOT_OFF,NOT_HS
5707,ما بنبدل كوز بكوز <LF>يسقط يسقط حكم العسكر <LF>والله يا ابنعوف موتك حتكون أشنع من بشه يا خايب يا مندس <LF>سلميه سلميه ضد الحراميه,OFF,NOT_HS
5708,@USER خاف يا عيد خاف يا عيد خاف يا عيد,NOT_OFF,NOT_HS
5709,RT @USER: يا مرارك يا نعمة😢😢😢<LF>مافيش فايدة....مافيش فايدة URL,NOT_OFF,NOT_HS
5710,#فيسبوك<LF>الفيس و الواتس و الانستغرام اتقفلو ليه يا يا تواصل يا جتماعي URL,NOT_OFF,NOT_HS
5711,@USER طوخي كل سنه وانت طيب سنه يا حب😘😘120 يا كباره وعقبال ال,NOT_OFF,NOT_HS
5712,RT @USER: يا حلوة إبريل يا رحابة صدري 💙. <LF>@USER,NOT_OFF,NOT_HS
5713,@USER @USER يا دريكسيوني يا دريكسيوني يا دريكسيوني<LF>يا دبرياجي يا دبرياجي يا دبرياجي,NOT_OFF,NOT_HS
5714,يا سريّ الھادي ، يا حبٍ ما ينتھي,NOT_OFF,NOT_HS
5715,@USER ياعيني. ياقوي يا معرق يا كفو يا كلشي في الحياة,NOT_OFF,NOT_HS
5716,@USER حبيبي يا مازن وانت طيب يا اخويا 😂❤,NOT_OFF,NOT_HS
5717,ايه يا اعمي ايه يا اعمي مش شايف ايدك رايحه فين 🤦🏻‍♂️😂 URL,OFF,NOT_HS
5718,"RT @USER: ‌"" يا فريدة الطبع يا حلوة الوصُوف "".",NOT_OFF,NOT_HS
5719,الوراثة عند الأجانب بتكون بالعيون او بالملامح <LF>عنا الحمدلله يا سكري يا ضغط يا قولون عصبي يا صلعة يا ديون 🌚,NOT_OFF,NOT_HS
5720,RT @USER: يا قوميز يا بابا حسين يلعب كورة من يوم كانت امك تبيع فصفص ودقة,OFF,NOT_HS
5721,RT @USER: يا عمري يا بعد كل الدراسات🔥🔥 URL,NOT_OFF,NOT_HS
5722,يا اعز الناس ، يا اغلى الناس 💓,NOT_OFF,NOT_HS
5723,@USER يا حسن الخوف مو من الإرهاق الخوف من الإصابات بس ،، الاهلي بيلعب بكل قوته بدخل المباراة يا حيا يا موت يعني يا يفوز يا إصابات ،، ماعندي وقت اخسر اَي لاعب ،، يكفي المصابين اللي عندي عموري وعطيف وسلمان وغيره,NOT_OFF,NOT_HS
5724,@USER @USER قالها لهم بصراحه .. يا احكمكم يا اقتلكم😂 شوفي مرحلة مرسي سيئه والإخوان فاشلين في السياسه ممكن اقتصاديا عندهم عقول وممكن ينجحون بس في العمل السياسي فاشلين لكن مرسي في عهده أعطاهم مساحه كبيره من الحريه لدرجة انهم كانو يشتموه ويتمصخرو عل,OFF,HS
5725,ابوي يا عزوتي يا جعلني فداه 😩❤️#شخص_تفتخر_بقربك_منه,NOT_OFF,NOT_HS
5726,RT @USER: يا منير يا رايق ❤❤❤❤❤💖💖💖 <LF>انت ازاي كده 😍😍 URL,NOT_OFF,NOT_HS
5727,بلادي يا بلادي يا عيون قمر الربيع<LF>أندهي يا بلادي يجاوبك الجميع<LF>عاشق أنا و الحي ده حيِّ<LF>أول كلامي أهني الشعب و أحيي<LF>أغني عن أمتي و عن ديما خايِّ<LF>و أنا ساعت العشق . أ<LF>وصباح الخير يا سينا رسيتي فى مراسينا<LF>تعالي فى حضننا الدافي ضمينا وخدينا يا سينا<LF> #زعيم_تويتر_بفولورز_الجمعه,NOT_OFF,NOT_HS
5728,@USER يا صاحبة قلبي البعيدة يا خريجتي الحلوة 🎓ابتسمي وافرحي يا احلى خريجة ...💛<LF>الف مبروك تخرجك🎓💛,NOT_OFF,NOT_HS
5729,@USER قلبي يا رب وانت طيب يا حسان باشا الكبير اوي ❤️ سنه سعيده علينا جميعا ان شاء الله ♥️🔝,NOT_OFF,NOT_HS
5730,يا افضل مهاجم في السعوديه يا ابرا يا ميسي يا رونالدو يا كبيييييير URL,NOT_OFF,NOT_HS
5731,يا دافع البلاء يا الله. URL,NOT_OFF,NOT_HS
5732,صباح الخير.. على قلبك<LF>صباح الخير .. على نبضك<LF>على احساسك .. على أنفاسك<LF>وتاج ألماس على راسك<LF>صباح_الخير يا خلّي<LF>صباح الخير يا كلي URL,NOT_OFF,NOT_HS
5733,يا البرتقاله عذبتي حاله يا معلقه و تزهين يا لبرتقاله عذبتى حاله درررن — 🍊🍊🍊🍊. URL,NOT_OFF,NOT_HS
5734,@USER يا حظي يا حظي يا حظي 💛💛💛💛 !!,NOT_OFF,NOT_HS
5735,@USER @USER صباح الخير يا حلا يا حبيبتي، إنزلي بالتغريدات السابقة في جانب اللايكات حتلاقيني مرة بوجه الرسالة للمرأة ومرة تانية بوجه الرسالة للرجل علشان نكون منصفين.♥️😍,NOT_OFF,NOT_HS
5736,@USER يا حبي لقلبك يا أحمد أجمل قلب والله عقبال ما أبارك لك السنة الجايه وأفرح فييييك يخوي ❤️❤️❤️❤️❤️❤️,NOT_OFF,NOT_HS
